lead_id,lead_source,customer_age_group,customer_location,vehicle_type,new_or_used,budget_range,finance_enquiry,trade_in,test_drive_completed,quote_provided,previous_customer,response_time_hours,follow_up_count,days_since_enquiry,converted
L0570,Walk-in,25-34,Far Suburb,SUV,New,Medium,1,0,0,0,0,17.4,4,10,0
L0571,Phone,45-54,Local,Hatchback,Used,Medium,0,0,1,1,1,33.1,4,19,0
L0572,Carsales,35-44,Nearby Suburb,Ute,New,Medium,0,1,1,0,0,4.0,5,23,0
L0573,Walk-in,25-34,Far Suburb,Sedan,New,Medium,0,0,0,0,1,4.6,4,31,1
L0574,Carsales,45-54,Far Suburb,SUV,Demo,Medium,0,0,0,1,0,5.1,6,33,0
L0575,Referral,45-54,Far Suburb,EV,New,High,0,0,1,0,0,14.7,3,2,1
L0576,Social Media,45-54,Local,Sedan,Used,Low,0,0,0,1,0,4.3,0,28,0
L0577,Website,25-34,Local,Hatchback,Demo,Medium,1,0,0,1,0,8.6,2,32,0
L0578,Social Media,35-44,Nearby Suburb,SUV,New,Medium,1,0,0,0,0,8.0,5,33,1
L0579,Phone,55+,Nearby Suburb,Sedan,New,Medium,0,0,0,0,1,34.9,1,9,0
L0580,Walk-in,45-54,Nearby Suburb,Sedan,Used,Medium,0,1,0,1,1,6.3,2,29,0
L0581,Phone,18-24,Nearby Suburb,SUV,Demo,Low,0,1,1,0,1,6.0,7,15,1
L0582,Social Media,18-24,Far Suburb,SUV,Demo,Low,0,0,1,1,0,14.7,2,18,1
L0583,Phone,35-44,Local,Ute,Used,Low,0,0,1,1,0,11.9,5,18,0
L0584,Walk-in,55+,Far Suburb,SUV,New,Low,0,0,1,0,0,5.7,4,7,1
L0585,Carsales,35-44,Local,SUV,Used,Medium,1,1,0,0,0,22.2,2,14,0
L0586,Website,35-44,Local,Sedan,New,Medium,1,0,0,0,0,3.1,2,29,1
L0587,Website,18-24,Nearby Suburb,Ute,Used,High,0,1,0,1,0,9.2,1,19,0
L0588,Website,35-44,Nearby Suburb,SUV,New,Medium,0,0,1,0,0,7.6,0,5,1
L0589,Website,45-54,Local,Hatchback,New,Low,0,0,1,0,0,8.7,2,41,1
L0590,Website,25-34,Local,SUV,Used,High,1,1,1,1,0,5.7,3,5,1
L0591,Website,45-54,Far Suburb,SUV,Used,High,0,1,1,1,0,8.8,3,15,0
L0592,Carsales,55+,Local,SUV,New,Medium,0,1,1,0,0,11.0,2,26,0
L0593,Website,25-34,Nearby Suburb,Ute,New,Medium,1,0,0,0,0,1.0,3,24,0
L0594,Walk-in,35-44,Nearby Suburb,SUV,Demo,High,0,0,0,1,0,6.7,2,19,0
L0595,Referral,25-34,Nearby Suburb,SUV,Used,Medium,0,0,0,1,0,5.1,5,20,0
L0596,Phone,45-54,Nearby Suburb,Sedan,New,High,0,0,0,1,0,28.1,2,43,0
L0597,Carsales,35-44,Local,Ute,New,Low,0,1,1,1,0,12.9,3,9,0
L0598,Website,35-44,Nearby Suburb,SUV,New,Low,0,1,0,1,1,4.9,1,28,0
L0599,Website,45-54,Local,Sedan,Demo,Medium,0,1,0,1,1,6.5,4,16,1
L0600,Website,25-34,Nearby Suburb,SUV,Used,Medium,0,1,0,1,0,7.8,0,11,0
L0601,Website,55+,Local,Sedan,Used,High,0,0,0,1,0,6.4,1,34,0
L0602,Walk-in,35-44,Nearby Suburb,Hatchback,Used,High,1,1,0,1,1,13.6,6,25,1
L0603,Website,25-34,Local,Hatchback,New,Medium,0,1,0,0,0,25.1,3,40,0
L0604,Website,45-54,Local,SUV,Used,Low,0,0,0,0,1,0.4,4,21,0
L0605,Website,45-54,Local,SUV,Used,High,1,1,1,1,0,7.5,5,5,1
L0606,Phone,25-34,Local,SUV,New,Medium,1,0,0,0,0,33.0,8,11,0
L0607,Website,45-54,Far Suburb,Sedan,New,Low,1,1,1,1,1,7.7,7,43,0
L0608,Walk-in,55+,Local,SUV,Used,Medium,0,0,1,0,0,11.4,3,9,0
L0609,Phone,25-34,Far Suburb,Ute,Demo,Medium,0,0,1,1,0,1.3,3,11,0
L0610,Carsales,55+,Far Suburb,EV,New,Medium,1,1,1,0,0,22.0,1,37,1
L0611,Website,25-34,Nearby Suburb,EV,Demo,Medium,1,1,0,1,0,4.0,7,41,0
L0612,Referral,25-34,Local,Ute,Used,Low,0,0,0,1,1,12.7,8,1,1
L0613,Carsales,25-34,Local,Hatchback,New,High,1,0,0,0,0,4.6,1,26,0
L0614,Website,55+,Nearby Suburb,Hatchback,New,Medium,0,0,0,1,0,0.7,5,10,0
L0615,Referral,35-44,Local,SUV,New,Medium,1,0,1,0,1,11.9,3,40,1
L0616,Social Media,25-34,Local,Hatchback,Used,Low,1,1,1,0,0,15.6,5,19,1
L0617,Website,35-44,Nearby Suburb,Sedan,New,Medium,1,1,0,0,0,9.0,2,16,0
L0618,Walk-in,35-44,Far Suburb,Sedan,New,Low,1,0,0,0,0,3.6,3,37,0
L0619,Referral,18-24,Nearby Suburb,Ute,Used,Low,1,1,0,1,1,37.1,4,41,0
L0620,Carsales,45-54,Local,SUV,Used,Medium,0,0,1,0,0,15.2,6,4,0
L0621,Website,45-54,Nearby Suburb,SUV,New,Low,0,1,1,1,0,10.7,1,14,1
L0622,Website,35-44,Local,EV,New,Medium,0,0,1,0,1,19.8,7,30,0
L0623,Walk-in,55+,Local,SUV,Used,Low,0,0,1,1,1,6.4,3,7,0
L0624,Phone,25-34,Far Suburb,Sedan,Used,Medium,1,1,0,0,1,29.9,4,12,0
L0625,Carsales,55+,Local,EV,Used,Low,0,0,0,1,0,15.4,6,24,0
L0626,Walk-in,35-44,Local,Hatchback,New,Low,0,1,0,1,0,18.6,2,39,0
L0627,Phone,35-44,Local,Sedan,Used,Low,1,1,0,1,0,7.4,0,43,0
L0628,Carsales,25-34,Far Suburb,SUV,Used,High,1,0,1,0,1,3.9,1,22,0
L0629,Website,45-54,Nearby Suburb,SUV,Used,High,0,0,0,1,1,10.8,4,30,0
L0630,Walk-in,35-44,Nearby Suburb,Ute,Used,Low,0,1,1,0,0,6.6,3,39,0
L0631,Carsales,25-34,Nearby Suburb,Hatchback,New,Medium,0,1,0,0,0,32.1,3,20,0
L0632,Referral,18-24,Local,Sedan,New,Medium,1,0,0,0,0,3.0,4,26,0
L0633,Phone,35-44,Nearby Suburb,SUV,Used,High,0,0,0,0,1,23.3,5,5,0
L0634,Phone,35-44,Local,SUV,Used,Medium,1,1,0,0,0,2.1,1,40,1
L0635,Website,45-54,Local,EV,Used,Medium,0,0,1,1,0,4.6,7,42,0
L0636,Phone,55+,Nearby Suburb,Sedan,New,Low,0,0,0,0,0,2.1,6,6,1
L0637,Phone,18-24,Far Suburb,Hatchback,Demo,Medium,1,0,1,0,0,6.4,2,34,1
L0638,Website,45-54,Local,SUV,Used,High,0,1,1,0,0,8.1,3,5,0
L0639,Walk-in,25-34,Local,Hatchback,New,Medium,0,1,0,1,1,5.8,4,10,0
L0640,Walk-in,45-54,Local,EV,New,Low,0,1,1,1,1,12.7,1,28,0
L0641,Website,45-54,Local,Hatchback,Used,Low,0,1,0,0,0,8.2,4,3,0
L0642,Walk-in,35-44,Far Suburb,SUV,Used,Medium,0,1,1,1,0,1.3,7,13,1
L0643,Website,45-54,Nearby Suburb,Hatchback,Used,Medium,0,0,1,1,1,4.4,1,2,1
L0644,Walk-in,25-34,Nearby Suburb,Ute,Demo,Medium,0,1,1,0,0,7.3,3,35,0
L0645,Website,35-44,Nearby Suburb,Sedan,New,High,0,0,0,1,0,19.2,1,28,0
L0646,Referral,45-54,Local,Ute,New,Low,1,1,0,1,1,10.3,4,37,1
L0647,Carsales,35-44,Nearby Suburb,Hatchback,Demo,Low,1,0,0,1,1,6.6,4,23,0
L0648,Carsales,25-34,Local,Ute,Demo,High,0,0,0,0,1,2.7,2,43,1
L0649,Carsales,35-44,Nearby Suburb,Hatchback,Used,Low,1,1,1,0,0,10.6,6,23,1
L0650,Phone,45-54,Far Suburb,SUV,Demo,Low,0,1,1,0,0,22.2,3,35,0
L0651,Website,25-34,Nearby Suburb,SUV,New,Medium,0,0,0,1,0,7.5,4,41,0
L0652,Phone,25-34,Local,SUV,Demo,High,0,0,0,1,0,4.7,2,39,0
L0653,Phone,45-54,Far Suburb,EV,New,Low,0,0,0,0,1,14.0,5,32,0
L0654,Carsales,45-54,Local,Ute,New,High,0,0,0,0,0,19.7,3,2,0
L0655,Phone,18-24,Local,Hatchback,New,Medium,0,1,0,1,1,8.3,4,44,1
L0656,Website,25-34,Local,SUV,New,Low,1,0,0,1,0,15.1,3,16,0
L0657,Walk-in,25-34,Local,SUV,New,Medium,1,1,1,1,0,6.9,3,16,1
L0658,Walk-in,25-34,Nearby Suburb,Ute,New,Medium,0,0,0,1,1,15.6,6,3,0
L0659,Carsales,35-44,Nearby Suburb,Sedan,New,Medium,1,1,0,1,0,22.9,1,28,1
L0660,Phone,45-54,Far Suburb,SUV,New,Medium,1,1,1,0,0,17.2,4,29,0
L0661,Walk-in,35-44,Nearby Suburb,Hatchback,Used,High,1,0,0,0,0,13.6,1,20,0
L0662,Social Media,35-44,Nearby Suburb,SUV,New,Low,0,0,1,0,0,27.9,1,36,0
L0663,Carsales,25-34,Local,SUV,New,Medium,0,1,1,1,0,7.8,4,33,0
L0664,Website,45-54,Local,Sedan,Used,Medium,0,1,1,0,0,13.6,3,22,0
L0665,Website,35-44,Nearby Suburb,SUV,Demo,Medium,0,0,0,0,0,8.0,1,8,0
L0666,Website,55+,Local,EV,Used,Medium,1,0,0,0,1,13.6,2,24,0
L0667,Website,35-44,Far Suburb,SUV,New,Low,0,0,1,0,0,15.2,2,37,0
L0668,Website,25-34,Local,SUV,Used,Medium,0,0,1,1,0,17.9,2,20,0
L0669,Website,35-44,Local,SUV,New,Medium,1,0,0,0,0,9.8,3,12,1
L0670,Walk-in,25-34,Local,Ute,New,Low,1,0,0,0,0,1.8,4,20,0
L0671,Website,35-44,Local,Sedan,New,High,0,1,0,1,0,8.1,7,20,0
L0672,Referral,18-24,Local,Hatchback,Used,High,1,1,0,0,0,14.9,2,4,1
L0673,Website,25-34,Nearby Suburb,SUV,New,Medium,0,1,1,1,0,11.9,7,30,0
L0674,Phone,45-54,Local,SUV,New,Low,0,1,0,1,1,13.1,0,31,1
L0675,Walk-in,25-34,Nearby Suburb,Sedan,New,Medium,0,1,0,1,1,15.9,3,22,0
L0676,Social Media,45-54,Local,Ute,Demo,Low,1,0,1,1,1,3.9,6,15,1
L0677,Website,25-34,Local,Ute,Used,Low,1,0,0,0,0,16.4,2,38,0
L0678,Walk-in,35-44,Local,SUV,New,Medium,0,1,1,1,0,28.8,1,37,0
L0679,Social Media,45-54,Far Suburb,Sedan,Used,Low,0,1,1,0,1,7.3,2,28,0
L0680,Referral,35-44,Local,EV,Used,Low,0,0,0,0,0,18.1,6,11,0
L0681,Referral,25-34,Nearby Suburb,Sedan,Used,Low,0,1,1,0,1,10.2,3,14,0
L0682,Walk-in,25-34,Local,Ute,New,Low,0,1,1,0,0,12.8,2,11,0
L0683,Website,18-24,Nearby Suburb,SUV,Demo,Low,0,1,0,1,0,17.0,6,9,1
L0684,Carsales,25-34,Local,EV,New,High,1,0,0,0,1,11.8,3,24,0
L0685,Social Media,35-44,Nearby Suburb,Ute,Used,Low,1,1,0,1,1,7.0,1,10,0
L0686,Phone,55+,Nearby Suburb,EV,New,Low,0,1,1,0,1,12.2,3,38,0
L0687,Phone,45-54,Far Suburb,Hatchback,New,Low,0,0,1,0,1,4.7,4,43,0
L0688,Walk-in,45-54,Local,Sedan,New,High,0,1,0,1,0,2.7,5,41,1
L0689,Carsales,45-54,Local,EV,Used,Medium,0,0,1,0,0,23.9,5,37,1
L0690,Website,35-44,Local,SUV,New,Medium,1,1,0,1,1,13.3,1,42,0
L0691,Walk-in,25-34,Far Suburb,SUV,Used,High,1,0,1,0,0,15.3,2,32,1
L0692,Walk-in,55+,Nearby Suburb,Hatchback,New,Medium,0,0,1,0,0,11.3,7,20,1
L0693,Phone,35-44,Nearby Suburb,Ute,Used,Low,0,0,0,0,0,2.2,3,14,0
L0694,Website,35-44,Local,EV,Used,Low,1,1,1,1,0,22.8,3,38,1
L0695,Website,18-24,Local,SUV,Used,Medium,0,0,1,0,0,7.0,2,4,1
L0696,Carsales,35-44,Local,Ute,Used,Low,1,0,1,0,0,8.1,2,24,0
L0697,Walk-in,35-44,Far Suburb,Ute,Used,Medium,0,1,0,0,1,21.1,2,32,0
L0698,Phone,45-54,Nearby Suburb,SUV,New,Low,1,0,1,1,0,4.6,4,10,1
L0699,Website,35-44,Far Suburb,Sedan,Used,Medium,0,0,1,1,0,7.6,6,43,0
L0700,Phone,25-34,Local,SUV,New,Low,1,1,0,1,0,7.2,10,16,1
L0701,Phone,55+,Nearby Suburb,SUV,Used,Low,1,0,0,0,0,4.5,3,39,0
L0702,Website,18-24,Nearby Suburb,EV,Used,Medium,0,0,0,1,0,10.3,3,32,0
L0703,Walk-in,35-44,Local,Hatchback,New,High,1,0,1,1,0,5.1,2,18,1
L0704,Website,18-24,Far Suburb,Hatchback,New,Medium,1,1,1,1,0,23.5,2,25,1
L0705,Website,45-54,Far Suburb,EV,Used,Medium,0,1,0,1,0,2.5,6,7,1
L0706,Social Media,55+,Far Suburb,Sedan,Used,Low,0,1,1,1,0,3.4,1,18,0
L0707,Walk-in,25-34,Nearby Suburb,Ute,Demo,Low,0,1,0,0,0,7.5,4,18,1
L0708,Referral,45-54,Local,Sedan,Used,Low,0,0,1,1,0,9.5,6,3,0
L0709,Walk-in,25-34,Local,Ute,Used,Low,0,0,0,1,0,5.7,2,1,1
L0710,Carsales,55+,Far Suburb,SUV,Demo,Low,1,0,0,0,0,16.0,3,33,0
L0711,Carsales,45-54,Local,EV,New,Low,0,0,0,0,0,8.4,1,7,0
L0712,Carsales,45-54,Nearby Suburb,SUV,New,Medium,1,1,0,1,1,13.8,5,10,1
L0713,Phone,18-24,Nearby Suburb,SUV,Used,Low,0,1,1,0,0,22.4,1,44,0
L0714,Walk-in,55+,Nearby Suburb,Ute,Used,Medium,0,0,0,1,1,27.3,3,8,1
L0715,Walk-in,45-54,Far Suburb,Sedan,Demo,Medium,0,1,0,0,0,7.7,3,32,0
L0716,Social Media,25-34,Local,Hatchback,New,Medium,0,0,0,0,1,10.3,4,23,0
L0717,Referral,45-54,Local,Sedan,New,Medium,0,0,0,0,0,11.8,2,17,0
L0718,Social Media,25-34,Local,Ute,New,Low,0,1,1,0,1,7.9,2,14,0
L0719,Website,45-54,Local,SUV,New,Low,0,0,1,0,0,4.3,4,17,0
L0720,Carsales,18-24,Local,SUV,New,Medium,1,0,0,0,1,18.9,0,25,1
L0721,Social Media,45-54,Local,SUV,Used,High,1,0,0,1,0,4.3,3,21,0
L0722,Website,35-44,Far Suburb,Sedan,New,Low,0,0,0,1,0,20.1,3,6,0
L0723,Website,18-24,Far Suburb,SUV,Used,Low,1,1,1,0,1,13.1,7,20,1
L0724,Carsales,25-34,Local,Sedan,New,High,1,1,1,1,0,11.5,3,20,0
L0725,Phone,18-24,Local,Sedan,Used,Low,0,0,1,1,1,5.4,2,26,1
L0726,Referral,35-44,Far Suburb,SUV,New,Medium,1,0,1,1,0,1.6,2,32,1
L0727,Website,25-34,Local,Hatchback,New,Medium,1,1,1,1,0,18.6,1,8,1
L0728,Referral,35-44,Local,Ute,New,Low,0,1,1,0,1,5.3,1,44,0
L0729,Website,25-34,Local,SUV,Demo,Medium,0,0,0,0,0,13.7,3,29,0
L0730,Website,25-34,Nearby Suburb,Hatchback,Used,Medium,0,0,0,0,0,14.2,2,17,0
L0731,Website,45-54,Local,Hatchback,Used,Low,0,1,0,0,1,9.6,3,18,0
L0732,Referral,18-24,Far Suburb,Sedan,New,Medium,1,0,0,1,1,11.6,6,40,0
L0733,Carsales,55+,Local,Hatchback,Demo,Medium,0,0,1,0,1,13.0,2,18,1
L0734,Phone,45-54,Nearby Suburb,Sedan,New,Medium,1,1,0,1,0,10.9,3,11,0
L0735,Walk-in,35-44,Local,Sedan,New,Low,1,0,0,1,0,4.9,2,12,1
L0736,Referral,35-44,Nearby Suburb,SUV,Used,Medium,1,0,0,1,0,2.6,3,15,1
L0737,Walk-in,55+,Nearby Suburb,Hatchback,Demo,Medium,1,0,0,1,0,5.7,1,26,1
L0738,Referral,25-34,Nearby Suburb,Hatchback,New,Medium,0,1,1,0,1,7.2,1,3,0
L0739,Phone,18-24,Nearby Suburb,SUV,New,Medium,0,0,1,1,0,23.2,1,3,0
L0740,Walk-in,25-34,Nearby Suburb,Sedan,Demo,Low,1,0,1,0,0,3.6,1,38,0
L0741,Phone,45-54,Far Suburb,EV,New,Medium,0,0,1,1,0,25.3,3,35,0
L0742,Walk-in,18-24,Far Suburb,Sedan,New,Medium,0,1,1,1,0,30.6,6,9,1
L0743,Carsales,35-44,Nearby Suburb,Sedan,Used,Low,1,0,0,1,1,5.9,5,43,0
L0744,Phone,55+,Local,EV,Demo,Medium,1,0,0,0,0,30.0,3,40,0
L0745,Website,45-54,Local,Hatchback,Used,Low,0,0,1,1,0,8.6,3,4,1
L0746,Referral,35-44,Local,Hatchback,Demo,Medium,1,1,0,0,1,7.6,4,20,0
L0747,Walk-in,18-24,Nearby Suburb,Ute,Used,Low,1,0,0,0,0,23.2,2,15,0
L0748,Phone,45-54,Local,Ute,New,Medium,0,0,1,1,0,11.2,3,29,0
L0749,Social Media,35-44,Local,Sedan,Demo,High,0,0,0,0,0,10.1,5,5,0
L0750,Carsales,18-24,Far Suburb,Sedan,New,Medium,1,1,0,1,0,5.7,6,39,1
L0751,Website,18-24,Far Suburb,Sedan,New,High,0,0,0,0,0,6.1,1,40,0
L0752,Social Media,55+,Far Suburb,EV,Used,High,0,1,0,1,1,10.3,4,7,1
L0753,Carsales,35-44,Local,Hatchback,New,Low,0,1,0,0,0,23.2,3,8,0
L0754,Walk-in,45-54,Nearby Suburb,SUV,New,Medium,1,1,0,1,0,3.6,4,32,0
L0755,Website,45-54,Local,Ute,New,Medium,0,0,1,1,1,9.0,2,36,1
L0756,Referral,35-44,Local,Sedan,New,High,0,1,1,1,1,3.0,5,33,1
L0757,Carsales,35-44,Local,SUV,Used,Low,0,0,0,0,0,5.4,1,37,0
L0758,Phone,35-44,Local,Sedan,Used,High,1,0,1,1,0,15.0,4,32,1
L0759,Referral,25-34,Local,Sedan,Demo,Medium,0,1,0,0,0,4.6,5,43,1
L0760,Carsales,35-44,Far Suburb,Ute,New,Medium,1,0,0,0,0,19.5,1,36,0
L0761,Website,45-54,Local,SUV,New,Low,1,0,0,0,0,4.6,1,34,0
L0762,Walk-in,35-44,Nearby Suburb,Ute,New,Low,0,0,1,1,0,6.2,4,25,1
L0763,Website,55+,Nearby Suburb,Hatchback,New,Medium,1,0,0,0,0,1.8,1,44,0
L0764,Carsales,35-44,Local,SUV,New,Low,1,0,1,1,0,19.5,4,32,0
L0765,Website,35-44,Nearby Suburb,EV,Used,High,1,1,1,1,0,17.7,3,2,1
L0766,Phone,35-44,Local,Sedan,Demo,Low,0,1,0,0,0,3.1,4,9,1
L0767,Carsales,35-44,Nearby Suburb,SUV,Demo,Medium,1,1,1,1,0,7.7,5,38,1
L0768,Referral,45-54,Local,Sedan,New,Medium,1,0,1,0,0,7.2,4,29,1
L0769,Walk-in,25-34,Local,Ute,Demo,Medium,1,1,0,1,0,6.7,3,38,1
L0770,Referral,35-44,Local,SUV,New,Medium,0,0,0,0,0,30.8,5,18,0
L0771,Website,18-24,Nearby Suburb,SUV,New,Low,1,0,1,1,0,6.6,6,22,0
L0772,Referral,25-34,Far Suburb,SUV,Demo,Low,0,0,1,0,0,4.8,4,35,1
L0773,Website,35-44,Local,SUV,Used,Low,0,0,0,0,0,2.0,2,15,1
L0774,Walk-in,35-44,Nearby Suburb,Ute,New,Medium,0,0,0,0,1,5.0,1,7,0
L0775,Referral,55+,Nearby Suburb,Sedan,New,Medium,1,0,0,0,1,23.1,1,13,1
L0776,Website,35-44,Far Suburb,SUV,New,Medium,0,0,0,0,0,11.1,1,42,0
L0777,Website,45-54,Far Suburb,SUV,Used,Medium,0,0,0,0,1,11.1,2,36,0
L0778,Carsales,35-44,Nearby Suburb,SUV,Used,Medium,1,0,1,0,0,5.3,2,16,0
L0779,Carsales,35-44,Nearby Suburb,EV,Demo,Medium,0,1,1,1,0,20.8,3,41,0
L0780,Carsales,18-24,Far Suburb,SUV,New,Low,1,1,0,1,1,13.8,5,21,0
L0781,Carsales,25-34,Local,EV,New,Low,0,0,1,1,0,6.8,4,28,1
L0782,Phone,25-34,Local,Sedan,Used,High,0,0,1,1,0,4.3,2,10,1
L0783,Walk-in,35-44,Local,SUV,Used,High,1,1,0,1,0,9.0,4,19,1
L0784,Walk-in,18-24,Far Suburb,Ute,New,Low,1,0,0,1,0,4.6,3,17,1
L0785,Website,25-34,Far Suburb,Sedan,Used,Medium,0,1,0,0,0,8.2,1,1,1
L0786,Social Media,25-34,Local,Hatchback,Demo,High,1,0,1,1,0,10.4,2,13,1
L0787,Phone,55+,Nearby Suburb,EV,Demo,Medium,0,1,0,0,0,5.5,1,36,0
L0788,Walk-in,25-34,Nearby Suburb,SUV,Used,Low,0,0,1,1,0,0.9,3,42,1
L0789,Phone,35-44,Local,SUV,Demo,Low,0,0,0,1,0,12.7,4,20,0
L0790,Social Media,25-34,Far Suburb,Hatchback,Used,Medium,0,1,0,0,1,5.6,7,41,0
L0791,Website,35-44,Local,SUV,Used,High,0,0,0,1,1,10.3,4,40,0
L0792,Phone,25-34,Local,SUV,New,Medium,0,0,0,0,0,8.5,2,6,1
L0793,Phone,25-34,Nearby Suburb,SUV,New,Low,0,0,1,0,0,27.5,2,23,0
L0794,Carsales,35-44,Nearby Suburb,SUV,New,Low,0,1,1,0,1,9.6,3,42,0
L0795,Website,18-24,Local,Ute,Used,Medium,0,0,0,1,0,17.5,3,24,0
L0796,Referral,18-24,Nearby Suburb,SUV,New,High,1,0,1,1,0,7.1,1,5,1
L0797,Social Media,25-34,Nearby Suburb,Sedan,Demo,Medium,1,0,1,1,0,4.6,3,32,1
L0798,Phone,18-24,Local,Hatchback,New,Medium,1,0,0,0,1,13.1,3,17,1
L0799,Carsales,18-24,Local,Sedan,New,Low,0,1,1,1,0,5.3,3,11,1
L0800,Social Media,25-34,Nearby Suburb,SUV,Used,High,1,0,0,1,0,15.5,3,27,0
L0801,Carsales,45-54,Local,Ute,New,Medium,1,0,0,0,0,3.4,3,4,0
L0802,Website,35-44,Far Suburb,SUV,New,Low,0,0,0,1,0,12.0,5,23,0
L0803,Phone,35-44,Far Suburb,Ute,New,Medium,0,0,1,0,0,9.4,3,23,1
L0804,Carsales,25-34,Far Suburb,Ute,Used,Low,1,0,0,0,0,24.1,2,34,0
L0805,Walk-in,55+,Local,Sedan,New,Low,1,0,1,0,0,12.8,4,21,1
L0806,Carsales,25-34,Far Suburb,Sedan,Used,Low,1,0,1,1,0,8.6,3,22,0
L0807,Social Media,18-24,Local,Sedan,Used,Low,1,1,0,0,0,16.3,1,1,0
L0808,Social Media,35-44,Local,Sedan,New,Low,1,0,0,0,1,0.9,1,32,0
L0809,Phone,18-24,Local,Ute,New,Medium,1,1,0,0,1,13.9,4,28,1
L0810,Website,25-34,Local,Ute,New,Medium,0,0,1,0,0,14.8,3,18,0
L0811,Social Media,35-44,Nearby Suburb,SUV,Used,Medium,0,0,0,0,0,15.9,2,7,0
L0812,Referral,45-54,Nearby Suburb,Hatchback,New,Low,1,0,1,0,0,15.1,5,38,0
L0813,Website,35-44,Local,EV,New,Low,0,0,0,1,0,13.5,7,6,0
L0814,Social Media,45-54,Nearby Suburb,EV,Used,Medium,1,1,0,0,0,7.3,1,14,0
L0815,Referral,55+,Local,Sedan,Used,Medium,1,1,0,1,0,10.6,4,30,1
L0816,Phone,25-34,Nearby Suburb,Sedan,New,Low,1,1,0,1,0,5.9,2,44,0
L0817,Carsales,25-34,Local,SUV,New,High,1,0,1,0,0,4.9,3,14,1
L0818,Walk-in,25-34,Far Suburb,EV,Demo,Medium,0,0,1,0,1,7.5,2,44,1
L0819,Website,35-44,Far Suburb,SUV,Demo,High,0,0,0,1,0,8.3,0,41,0
L0820,Walk-in,25-34,Nearby Suburb,Hatchback,Used,Medium,0,1,0,0,0,12.4,3,9,0
L0821,Referral,55+,Local,SUV,Used,Low,1,0,0,0,0,21.7,4,31,0
L0822,Website,45-54,Local,SUV,Used,Medium,1,0,0,0,1,17.3,0,2,0
L0823,Walk-in,35-44,Far Suburb,Sedan,Demo,Low,1,0,0,1,1,11.7,0,18,1
L0824,Walk-in,25-34,Local,EV,Demo,Medium,0,0,1,1,0,20.0,1,5,1
L0825,Phone,45-54,Local,SUV,New,Low,0,1,1,1,0,9.6,3,26,0
L0826,Social Media,55+,Local,Hatchback,Used,High,1,0,0,1,0,13.7,1,23,0
L0827,Walk-in,45-54,Nearby Suburb,SUV,New,Low,0,0,1,0,0,7.3,2,12,0
L0828,Walk-in,18-24,Nearby Suburb,SUV,New,High,0,0,0,0,0,9.4,5,14,0
L0829,Carsales,35-44,Far Suburb,Sedan,Used,High,1,1,0,0,0,7.8,3,13,0
L0830,Phone,18-24,Local,Sedan,New,Medium,1,0,0,0,0,2.4,5,35,1
L0831,Website,25-34,Local,SUV,Demo,Medium,0,1,0,0,1,2.4,3,15,0
L0832,Phone,18-24,Far Suburb,SUV,New,Medium,1,0,0,0,0,3.1,5,35,1
L0833,Website,35-44,Far Suburb,SUV,Used,High,0,1,0,0,0,11.7,4,19,1
L0834,Website,35-44,Local,SUV,Demo,Medium,1,1,0,0,0,22.1,7,15,0
L0835,Phone,18-24,Nearby Suburb,EV,Demo,Medium,0,0,0,0,1,20.0,2,8,0
L0836,Walk-in,25-34,Local,EV,New,Medium,0,0,1,1,0,13.8,4,23,1
L0837,Social Media,35-44,Far Suburb,SUV,New,High,1,0,1,1,1,6.4,2,13,1
L0838,Walk-in,25-34,Local,Hatchback,Used,Medium,0,0,0,1,0,4.8,3,23,1
L0839,Phone,25-34,Far Suburb,EV,New,Medium,1,1,0,0,1,10.3,2,31,0
L0840,Carsales,25-34,Nearby Suburb,SUV,Demo,Medium,1,0,0,0,1,6.3,1,30,0
L0841,Website,45-54,Nearby Suburb,Ute,Demo,High,1,0,1,0,0,2.8,8,42,0
L0842,Carsales,18-24,Local,EV,New,Medium,1,0,0,0,1,4.2,2,2,1
L0843,Website,18-24,Nearby Suburb,SUV,New,Low,0,0,0,0,0,7.3,1,11,0
L0844,Social Media,25-34,Local,SUV,New,Medium,1,1,0,1,0,21.6,5,25,1
L0845,Website,55+,Local,EV,Demo,High,0,0,0,1,0,2.1,3,29,0
L0846,Walk-in,35-44,Nearby Suburb,Sedan,New,Medium,0,1,0,0,0,3.5,1,22,1
L0847,Website,35-44,Far Suburb,SUV,New,High,1,1,1,0,1,7.7,1,19,0
L0848,Social Media,25-34,Nearby Suburb,SUV,New,Low,0,0,1,0,1,5.2,3,9,0
L0849,Phone,35-44,Nearby Suburb,Sedan,Used,Medium,1,0,0,0,0,12.7,5,41,0
L0850,Carsales,18-24,Local,Hatchback,New,Medium,0,1,0,0,0,7.9,1,38,0
L0851,Website,35-44,Local,Ute,New,High,1,0,0,0,0,2.8,1,29,1
L0852,Carsales,55+,Local,EV,Demo,Low,1,0,0,0,0,6.4,4,10,0
L0853,Website,35-44,Nearby Suburb,SUV,Demo,High,0,0,1,0,0,10.6,5,22,1
L0854,Referral,45-54,Far Suburb,Sedan,Used,Medium,1,0,0,0,1,14.8,5,24,0
L0855,Website,45-54,Nearby Suburb,Sedan,New,Low,1,1,0,0,0,3.4,6,8,1
L0856,Website,25-34,Local,Sedan,New,Low,0,0,0,0,0,11.1,4,6,0
